frame_idx,sim_time,actor_id,type_id,x,y,z,vx,vy,vz,dist_to_ego
69,22.683207876980305,148,vehicle.audi.tt,251.6947479248047,-364.18182373046875,-0.010947151109576225,7.600143909454346,0.15401071310043335,4.1961669694501325e-07,17.905324935913086
70,22.728344477713108,148,vehicle.audi.tt,252.03854370117188,-364.1754455566406,-0.011016234755516052,7.636373519897461,0.15670566260814667,1.592636067471176e-06,17.861446380615234
71,22.76661877706647,148,vehicle.audi.tt,252.3347625732422,-364.1699523925781,-0.011097297072410583,7.791509628295898,0.15259549021720886,1.8119811784345075e-06,17.82503318786621
72,22.826518077403307,148,vehicle.audi.tt,252.8103485107422,-364.1612548828125,-0.011241301894187927,8.00739860534668,0.14899854362010956,6.103515488575795e-07,17.77817153930664
73,22.877518877387047,148,vehicle.audi.tt,253.22657775878906,-364.15374755859375,-0.011347541585564613,8.271027565002441,0.14977240562438965,-2.098083541568485e-06,17.7543888092041
74,22.924580577760935,148,vehicle.audi.tt,253.62127685546875,-364.1467590332031,-0.011433372274041176,8.430591583251953,0.1474635899066925,-1.9168853668816155e-06,17.750444412231445
75,22.976141776889563,148,vehicle.audi.tt,254.06076049804688,-364.1390075683594,-0.011468887329101562,8.572277069091797,0.1481035202741623,8.058547678047034e-07,17.762222290039062
76,23.01715987548232,148,vehicle.audi.tt,254.41204833984375,-364.1312561035156,-0.011445350013673306,8.543889045715332,0.2517349421977997,7.629394360719743e-08,17.780305862426758
77,23.067213878035545,148,vehicle.audi.tt,254.8369598388672,-364.11724853515625,-0.011355552822351456,8.434088706970215,0.34481731057167053,1.8596648487800849e-07,17.805265426635742
78,23.11836387589574,148,vehicle.audi.tt,255.26278686523438,-364.10076904296875,-0.01122486125677824,8.267354965209961,0.38192373514175415,-9.250640573554847e-07,17.82927131652832
79,23.179902374744415,148,vehicle.audi.tt,255.76235961914062,-364.0795593261719,-0.011075897142291069,8.006023406982422,0.3937690556049347,2.7656554379973386e-07,17.85224151611328
80,23.216977275907993,148,vehicle.audi.tt,256.05682373046875,-364.06597900390625,-0.011005439795553684,7.8931498527526855,0.4080415964126587,1.983642505365424e-06,17.86088752746582
81,23.26894947513938,148,vehicle.audi.tt,256.4613037109375,-364.0466003417969,-0.010928687639534473,7.702995300292969,0.40460819005966187,8.964538551481382e-07,17.862314224243164
82,23.319148875772953,148,vehicle.audi.tt,256.8453063964844,-364.02783203125,-0.010895194485783577,7.603838920593262,0.38905730843544006,1.0871887070607045e-06,17.852867126464844
83,23.37127387523651,148,vehicle.audi.tt,257.2387390136719,-364.0090026855469,-0.010891837999224663,7.53640079498291,0.36826291680336,1.697540255918284e-06,17.828981399536133
84,23.422605376690626,148,vehicle.audi.tt,257.6248779296875,-363.99066162109375,-0.010930556803941727,7.525241374969482,0.35995906591415405,-1.76429750808893e-07,17.795576095581055
85,23.472530975937843,148,vehicle.audi.tt,258.00299072265625,-363.9728698730469,-0.011001967824995518,7.590550899505615,0.3582606017589569,7.05719003235572e-07,17.75816535949707
86,23.53067997470498,148,vehicle.audi.tt,258.4512939453125,-363.9517517089844,-0.011119003407657146,7.788756370544434,0.36608028411865234,2.0122527075727703e-06,17.717573165893555
87,23.566673275083303,148,vehicle.audi.tt,258.734130859375,-363.9383544921875,-0.011194305494427681,7.9111809730529785,0.38266390562057495,2.1457672119140625e-06,17.69744110107422
88,23.62487407773733,148,vehicle.audi.tt,259.2037353515625,-363.91058349609375,-0.011327247135341167,8.171178817749023,0.5758097767829895,1.7166136956348055e-07,17.6793155670166
89,23.674215875566006,148,vehicle.audi.tt,259.6125793457031,-363.8824157714844,-0.011415367014706135,8.37100887298584,0.6465988755226135,8.630752290628152e-07,17.680078506469727
90,23.72723227739334,148,vehicle.audi.tt,260.0620422363281,-363.8496398925781,-0.011473732069134712,8.507119178771973,0.6742924451828003,-2.5367735361214727e-06,17.699453353881836
91,23.779902078211308,148,vehicle.audi.tt,260.5124206542969,-363.8154296875,-0.011458625085651875,8.556276321411133,0.6950685977935791,-2.689361508600996e-06,17.730133056640625
92,23.83334817737341,148,vehicle.audi.tt,260.96630859375,-363.7801513671875,-0.011364936828613281,8.41821575164795,0.6911303400993347,7.915496667010302e-07,17.7652530670166
93,23.86770187690854,148,vehicle.audi.tt,261.2535705566406,-363.75738525390625,-0.011278418824076653,8.295902252197266,0.6840795278549194,2.0027160019253643e-07,17.786476135253906
94,23.921876076608896,148,vehicle.audi.tt,261.6969299316406,-363.72186279296875,-0.01113151479512453,8.103477478027344,0.6674344539642334,2.2697447548125638e-06,17.81212043762207
95,23.970943175256252,148,vehicle.audi.tt,262.08892822265625,-363.6904602050781,-0.01102603878825903,7.943850517272949,0.6478492021560669,1.0299681889591739e-06,17.825847625732422
96,24.02992717549205,148,vehicle.audi.tt,262.55059814453125,-363.6533508300781,-0.010945472866296768,7.7393693923950195,0.6274680495262146,5.531310875994677e-07,17.828039169311523
97,24.06635147705674,148,vehicle.audi.tt,262.8314208984375,-363.6307373046875,-0.010921134613454342,7.686030864715576,0.6225672364234924,3.8623809928139963e-07,17.821956634521484
98,24.122011177241802,148,vehicle.audi.tt,263.2555847167969,-363.5967102050781,-0.010910606011748314,7.56394624710083,0.6077671647071838,1.220703097715159e-06,17.801982879638672
99,24.167974576354027,148,vehicle.audi.tt,263.6034851074219,-363.56634521484375,-0.010931815952062607,7.55476188659668,0.734648585319519,1.2493132999225054e-06,17.782068252563477
100,24.219936277717352,148,vehicle.audi.tt,263.9969787597656,-363.5276184082031,-0.010983962565660477,7.569376468658447,0.8055387735366821,1.0490417707842425e-06,17.763700485229492
101,24.280372876673937,148,vehicle.audi.tt,264.46044921875,-363.47894287109375,-0.01108703576028347,7.7418999671936035,0.8873474597930908,1.2779235021298518e-06,17.7590274810791
102,24.31829997524619,148,vehicle.audi.tt,264.7569580078125,-363.44647216796875,-0.011166419833898544,7.855936050415039,0.91505366563797,-2.317428425158141e-06,17.769140243530273
103,24.373984176665545,148,vehicle.audi.tt,265.2037353515625,-363.3965148925781,-0.01129787415266037,8.121901512145996,0.9511504173278809,-2.288818308215923e-07,17.805633544921875
104,24.41916337609291,148,vehicle.audi.tt,265.5751037597656,-363.3543701171875,-0.01138099655508995,8.306941032409668,0.9783899188041687,-1.668930025289228e-07,17.850727081298828
105,24.47209807485342,148,vehicle.audi.tt,266.0195007324219,-363.30377197265625,-0.011442260816693306,8.444706916809082,0.98358553647995,-1.7976760773308342e-06,17.917409896850586
106,24.526050675660372,148,vehicle.audi.tt,266.4776306152344,-363.2513122558594,-0.011442108079791069,8.486159324645996,0.9884101748466492,5.7220457705398076e-08,17.989593505859375
107,24.5708641782403,148,vehicle.audi.tt,266.8572692871094,-363.2076110839844,-0.011387175880372524,8.438651084899902,0.9839906096458435,5.81741346650233e-07,18.044292449951172
108,24.620323475450277,148,vehicle.audi.tt,267.2711181640625,-363.1597900390625,-0.011283035390079021,8.285676956176758,0.9719966650009155,9.059905892172537e-08,18.093154907226562
109,24.677177775651217,148,vehicle.audi.tt,267.7353210449219,-363.1014099121094,-0.01113918237388134,8.076094627380371,1.1053448915481567,-1.5163420812314143e-06,18.126760482788086
110,24.725240476429462,148,vehicle.audi.tt,268.1174621582031,-363.04974365234375,-0.011031265370547771,7.868837833404541,1.1283636093139648,-1.3685225894732866e-06,18.134119033813477
111,24.775949377566576,148,vehicle.audi.tt,268.5120544433594,-362.9948425292969,-0.010949897579848766,7.693793296813965,1.1189357042312622,-1.1444091114753974e-06,18.119247436523438
112,24.81897097826004,148,vehicle.audi.tt,268.84130859375,-362.94818115234375,-0.01091285701841116,7.6162848472595215,1.1281051635742188,1.0490417707842425e-06,18.091833114624023
113,24.880885776132345,148,vehicle.audi.tt,269.308837890625,-362.8810119628906,-0.010904083028435707,7.49640417098999,1.1143686771392822,-7.438659395120339e-07,18.036142349243164
114,24.930950075387955,148,vehicle.audi.tt,269.68658447265625,-362.8257751464844,-0.010952720418572426,7.5766282081604,1.1366995573043823,4.5299529460862686e-07,17.986894607543945
115,24.97938847541809,148,vehicle.audi.tt,270.0559997558594,-362.7712097167969,-0.011035804636776447,7.674584865570068,1.1584240198135376,1.2969970839549205e-06,17.943937301635742
116,25.034629676491022,148,vehicle.audi.tt,270.4853515625,-362.7076110839844,-0.011152267456054688,7.827497482299805,1.171256184577942,1.3351440202313825e-06,17.90943145751953
117,25.075682777911425,148,vehicle.audi.tt,270.81072998046875,-362.6595153808594,-0.011233138851821423,7.995617389678955,1.1881192922592163,1.7404555592293036e-06,17.89631462097168
118,25.13205637782812,148,vehicle.audi.tt,271.2685852050781,-362.5919189453125,-0.011345100589096546,8.2080659866333,1.2138323783874512,1.9073485191256623e-07,17.898916244506836
119,25.17363567650318,148,vehicle.audi.tt,271.61383056640625,-362.5409240722656,-0.011404418386518955,8.36047649383545,1.233673334121704,6.19888282926695e-08,17.91524887084961
120,25.227486677467823,148,vehicle.audi.tt,272.0675354003906,-362.47412109375,-0.011437720619142056,8.45788860321045,1.2435349225997925,-2.0885468074993696e-06,17.95093536376953
121,25.267358478158712,148,vehicle.audi.tt,272.4046936035156,-362.4217224121094,-0.011417465284466743,8.438190460205078,1.3853886127471924,-1.7118453570219572e-06,17.983524322509766
122,25.31714027747512,148,vehicle.audi.tt,272.8214416503906,-362.3522033691406,-0.011335411109030247,8.303263664245605,1.4603811502456665,-1.2350081988188322e-06,18.02342987060547
123,25.373425476253033,148,vehicle.audi.tt,273.2829895019531,-362.2721252441406,-0.011197852902114391,8.08799934387207,1.4737038612365723,-2.1076202756376006e-06,18.060632705688477
124,25.43067467585206,148,vehicle.audi.tt,273.73992919921875,-362.19049072265625,-0.011063002981245518,7.905158042907715,1.4813618659973145,-1.0204314548900584e-06,18.080127716064453
125,25.475667376071215,148,vehicle.audi.tt,274.0905456542969,-362.1267395019531,-0.010980948805809021,7.72220516204834,1.4488117694854736,1.5830993334020604e-06,18.080251693725586
126,25.523787178099155,148,vehicle.audi.tt,274.4588928222656,-362.05963134765625,-0.010924605652689934,7.587616920471191,1.403351068496704,3.037452643184224e-06,18.063549041748047
127,25.58092077821493,148,vehicle.audi.tt,274.88970947265625,-361.9812316894531,-0.01090110745280981,7.47351598739624,1.3791717290878296,1.3732909565078444e-06,18.026506423950195
128,25.6258533783257,148,vehicle.audi.tt,275.2261657714844,-361.9200439453125,-0.010917816311120987,7.469293594360352,1.3635571002960205,3.0279159091151087e-06,17.989368438720703
129,25.67254077643156,148,vehicle.audi.tt,275.5715637207031,-361.85736083984375,-0.010918197222054005,7.312595844268799,1.3310514688491821,1.5830993334020604e-06,17.9421329498291
130,25.71812367811799,148,vehicle.audi.tt,275.90118408203125,-361.7975769042969,-0.010880965739488602,7.1170654296875,1.294927954673767,5.435943535303522e-07,17.88804054260254
131,25.777527075260878,148,vehicle.audi.tt,276.3155822753906,-361.72222900390625,-0.010802840813994408,6.826614856719971,1.242477297782898,-1.783370976227161e-06,17.805999755859375
132,25.81740177795291,148,vehicle.audi.tt,276.5833740234375,-361.6734924316406,-0.010748214088380337,6.67058801651001,1.2144428491592407,-2.0980834847250662e-07,17.745948791503906
133,25.86817467585206,148,vehicle.audi.tt,276.9124450683594,-361.6136169433594,-0.010686530731618404,6.346845626831055,1.155822992324829,-1.2302398317842744e-06,17.666669845581055
134,25.928258076310158,148,vehicle.audi.tt,277.2839050292969,-361.5459289550781,-0.010628623887896538,6.023040771484375,1.09707772731781,-6.484985419774603e-07,17.570478439331055
135,25.97960487753153,148,vehicle.audi.tt,277.5876770019531,-361.4905700683594,-0.010606269352138042,5.799659252166748,1.0564780235290527,-5.722045557376987e-07,17.488140106201172
136,26.029039077460766,148,vehicle.audi.tt,277.8708190917969,-361.43902587890625,-0.010617141611874104,5.69185209274292,1.036889672279358,-1.430511474609375e-06,17.411653518676758
137,26.07857297733426,148,vehicle.audi.tt,278.1367492675781,-361.39056396484375,-0.01053848210722208,5.081180572509766,0.9256616234779358,-1.6021728015402914e-06,17.3294677734375
138,26.1277385763824,148,vehicle.audi.tt,278.3672790527344,-361.3485412597656,-0.010338363237679005,4.408108711242676,0.8030522465705872,-3.585815420592553e-06,17.2257080078125
139,26.166447278112173,148,vehicle.audi.tt,278.53131103515625,-361.3186950683594,-0.010243834927678108,4.146957874298096,0.75538569688797,-3.4904478525277227e-06,17.134613037109375
140,26.21630607545376,148,vehicle.audi.tt,278.69891357421875,-361.2882995605469,-0.009917297400534153,2.784471035003662,0.5065650939941406,-1.2850760867877398e-05,16.979825973510742
141,26.280249375849962,148,vehicle.audi.tt,278.8138122558594,-361.267578125,-0.009324226528406143,1.045106291770935,0.189516082406044,-2.7551650418899953e-05,16.685720443725586
142,26.330530375242233,148,vehicle.audi.tt,278.8298645019531,-361.26470947265625,-0.009121665731072426,0.0004291057412046939,6.3531097111990675e-06,-0.002312779426574707,16.378883361816406
143,26.38245627656579,148,vehicle.audi.tt,278.8299865722656,-361.26470947265625,-0.009339218027889729,-0.00048202223842963576,-2.939719706773758e-06,-0.0012522601755335927,16.039430618286133
144,26.43533407524228,148,vehicle.audi.tt,278.8318786621094,-361.2643127441406,-0.009797477163374424,0.14257679879665375,0.03277537599205971,-0.0002452373446431011,15.687790870666504
145,26.47096297517419,148,vehicle.audi.tt,278.8422546386719,-361.26202392578125,-0.010102652944624424,0.35815951228141785,0.0832444280385971,0.0018099689623340964,15.45384407043457
146,26.533522576093674,148,vehicle.audi.tt,278.8760681152344,-361.2547912597656,-0.010681305080652237,0.6729050874710083,0.15505245327949524,-0.000436086644185707,15.04533576965332
147,26.573814377188683,148,vehicle.audi.tt,278.90777587890625,-361.2478332519531,-0.010918731801211834,0.8562079668045044,0.1990446299314499,0.0005745792295783758,14.784159660339355
148,26.62782047688961,148,vehicle.audi.tt,278.9609069824219,-361.23583984375,-0.011157989501953125,1.1125149726867676,0.25634559988975525,0.005733232479542494,14.433055877685547
149,26.6793810762465,148,vehicle.audi.tt,279.0207824707031,-361.2232360839844,-0.011156768538057804,1.1491068601608276,0.26338621973991394,0.0020461033564060926,14.098722457885742
150,26.724548675119877,148,vehicle.audi.tt,279.0749206542969,-361.2113342285156,-0.011156120337545872,1.2244818210601807,0.2909451127052307,0.0006534099229611456,13.806973457336426
151,26.778244376182556,148,vehicle.audi.tt,279.1408386230469,-361.19635009765625,-0.011161613278090954,1.1618266105651855,0.26985159516334534,-7.061957876430824e-05,13.46685791015625
152,26.821246076375246,148,vehicle.audi.tt,279.1975402832031,-361.18389892578125,-0.011200561188161373,1.3820832967758179,0.3236585259437561,-0.00027009964105673134,13.204591751098633
153,26.87488717585802,148,vehicle.audi.tt,279.27099609375,-361.1674499511719,-0.0112276840955019,1.3301277160644531,0.3064359426498413,-0.00032750130048952997,12.891024589538574
154,26.92068537697196,148,vehicle.audi.tt,279.341552734375,-361.15185546875,-0.011289596557617188,1.5679060220718384,0.3658926784992218,-0.0002930927148554474,12.642109870910645
155,26.972800977528095,148,vehicle.audi.tt,279.4254455566406,-361.1334228515625,-0.011328811757266521,1.6437710523605347,0.3796912431716919,-0.00023283004702534527,12.375582695007324
156,27.01693517714739,148,vehicle.audi.tt,279.5105285644531,-361.1142883300781,-0.011447448283433914,2.1090307235717773,0.49327000975608826,-0.00018854140944313258,12.175444602966309
157,27.068001877516508,148,vehicle.audi.tt,279.62030029296875,-361.0896301269531,-0.011531180702149868,2.1766862869262695,0.5049993395805359,-0.0001425218506483361,11.968631744384766
158,27.117806375026703,148,vehicle.audi.tt,279.7411804199219,-361.0621643066406,-0.01161266304552555,2.4934351444244385,0.5782496333122253,-0.00010211944027105346,11.79518985748291
159,27.175902776420116,148,vehicle.audi.tt,279.8982238769531,-361.0267028808594,-0.011679534800350666,2.853876829147339,0.6651867032051086,-6.901740562170744e-05,11.626171112060547
160,27.219561975449324,148,vehicle.audi.tt,280.02777099609375,-360.99737548828125,-0.011716804467141628,3.0883429050445557,0.7240423560142517,-5.272865018923767e-05,11.522686004638672
